first_visit_date,views,days_since_first_visit,retained_users,total_users_cohort,retention_rate
2019-10-09,d. 31~,1,119,309,0.3851132686084142
2019-10-09,d. 31~,2,76,309,0.2459546925566343
2019-10-09,d. 31~,3,73,309,0.23624595469255663
2019-10-09,d. 31~,4,75,309,0.24271844660194175
2019-10-09,d. 31~,5,67,309,0.2168284789644013
2019-10-09,d. 31~,6,67,309,0.2168284789644013
2019-10-09,d. 31~,7,61,309,0.19741100323624594
2019-10-09,d. 31~,8,64,309,0.20711974110032363
2019-10-09,d. 31~,9,51,309,0.1650485436893204
2019-10-09,d. 31~,10,48,309,0.1553398058252427
2019-10-09,d. 31~,11,45,309,0.14563106796116504
2019-10-09,d. 31~,12,45,309,0.14563106796116504
2019-10-09,d. 31~,13,51,309,0.1650485436893204
2019-10-09,d. 31~,14,45,309,0.14563106796116504
2019-10-09,d. 31~,15,30,309,0.0970873786407767
2019-10-09,d. 31~,16,50,309,0.16181229773462782
2019-10-09,d. 31~,17,31,309,0.10032362459546926
2019-10-09,d. 31~,18,37,309,0.11974110032362459
2019-10-09,d. 31~,19,41,309,0.13268608414239483
2019-10-09,d. 31~,20,32,309,0.10355987055016182
2019-10-09,d. 31~,21,36,309,0.11650485436893204
2019-10-09,d. 31~,22,42,309,0.13592233009708737
2019-10-10,a. 0~5,0,1390,1390,1.0
2019-10-10,a. 0~5,1,293,1390,0.21079136690647482
2019-10-10,a. 0~5,2,261,1390,0.18776978417266188
2019-10-10,a. 0~5,3,234,1390,0.1683453237410072
2019-10-10,a. 0~5,4,229,1390,0.1647482014388489
2019-10-10,a. 0~5,5,251,1390,0.18057553956834532
2019-10-10,a. 0~5,6,223,1390,0.160431654676259
2019-10-10,a. 0~5,7,226,1390,0.16258992805755396
2019-10-10,a. 0~5,8,219,1390,0.15755395683453238
2019-10-10,a. 0~5,9,215,1390,0.15467625899280577
2019-10-10,a. 0~5,10,241,1390,0.17338129496402876
2019-10-10,a. 0~5,11,209,1390,0.15035971223021583
2019-10-10,a. 0~5,12,229,1390,0.1647482014388489
2019-10-10,a. 0~5,13,190,1390,0.1366906474820144
2019-10-10,a. 0~5,14,180,1390,0.12949640287769784
2019-10-10,a. 0~5,15,213,1390,0.15323741007194244
2019-10-10,a. 0~5,16,215,1390,0.15467625899280577
2019-10-10,a. 0~5,17,177,1390,0.12733812949640289
2019-10-10,a. 0~5,18,172,1390,0.1237410071942446
2019-10-10,a. 0~5,19,158,1390,0.11366906474820145
2019-10-10,a. 0~5,20,160,1390,0.11510791366906475
2019-10-10,a. 0~5,21,153,1390,0.11007194244604317
2019-10-10,b. 6~10,0,604,604,1.0
2019-10-10,b. 6~10,1,145,604,0.24006622516556292
2019-10-10,b. 6~10,2,99,604,0.16390728476821192
2019-10-10,b. 6~10,3,101,604,0.1672185430463576
2019-10-10,b. 6~10,4,112,604,0.18543046357615894
2019-10-10,b. 6~10,5,106,604,0.17549668874172186
2019-10-10,b. 6~10,6,94,604,0.15562913907284767
2019-10-10,b. 6~10,7,81,604,0.13410596026490065
2019-10-10,b. 6~10,8,85,604,0.14072847682119205
2019-10-10,b. 6~10,9,91,604,0.15066225165562913
2019-10-10,b. 6~10,10,91,604,0.15066225165562913
2019-10-10,b. 6~10,11,75,604,0.12417218543046357
2019-10-10,b. 6~10,12,79,604,0.13079470198675497
2019-10-10,b. 6~10,13,83,604,0.13741721854304637
2019-10-10,b. 6~10,14,70,604,0.11589403973509933
2019-10-10,b. 6~10,15,81,604,0.13410596026490065
2019-10-10,b. 6~10,16,75,604,0.12417218543046357
2019-10-10,b. 6~10,17,90,604,0.1490066225165563
2019-10-10,b. 6~10,18,63,604,0.10430463576158941
2019-10-10,b. 6~10,19,69,604,0.11423841059602649
2019-10-10,b. 6~10,20,63,604,0.10430463576158941
2019-10-10,b. 6~10,21,67,604,0.11092715231788079
2019-10-10,c. 11~30,0,750,750,1.0
2019-10-10,c. 11~30,1,219,750,0.292
2019-10-10,c. 11~30,2,157,750,0.20933333333333334
2019-10-10,c. 11~30,3,148,750,0.19733333333333333
2019-10-10,c. 11~30,4,126,750,0.168
2019-10-10,c. 11~30,5,146,750,0.19466666666666665
2019-10-10,c. 11~30,6,125,750,0.16666666666666666
2019-10-10,c. 11~30,7,119,750,0.15866666666666668
2019-10-10,c. 11~30,8,120,750,0.16
2019-10-10,c. 11~30,9,102,750,0.136
2019-10-10,c. 11~30,10,98,750,0.13066666666666665
2019-10-10,c. 11~30,11,94,750,0.12533333333333332
2019-10-10,c. 11~30,12,109,750,0.14533333333333334
2019-10-10,c. 11~30,13,94,750,0.12533333333333332
2019-10-10,c. 11~30,14,95,750,0.12666666666666668
2019-10-10,c. 11~30,15,103,750,0.13733333333333334
2019-10-10,c. 11~30,16,99,750,0.132
2019-10-10,c. 11~30,17,91,750,0.12133333333333333
2019-10-10,c. 11~30,18,91,750,0.12133333333333333
2019-10-10,c. 11~30,19,81,750,0.108
2019-10-10,c. 11~30,20,85,750,0.11333333333333333
2019-10-10,c. 11~30,21,87,750,0.116
2019-10-10,d. 31~,0,272,272,1.0
2019-10-10,d. 31~,1,114,272,0.41911764705882354
2019-10-10,d. 31~,2,84,272,0.3088235294117647
2019-10-10,d. 31~,3,70,272,0.25735294117647056
2019-10-10,d. 31~,4,75,272,0.2757352941176471
2019-10-10,d. 31~,5,58,272,0.21323529411764705
2019-10-10,d. 31~,6,58,272,0.21323529411764705
2019-10-10,d. 31~,7,50,272,0.18382352941176472
2019-10-10,d. 31~,8,56,272,0.20588235294117646
2019-10-10,d. 31~,9,31,272,0.11397058823529412
2019-10-10,d. 31~,10,36,272,0.1323529411764706
2019-10-10,d. 31~,11,40,272,0.14705882352941177
2019-10-10,d. 31~,12,40,272,0.14705882352941177
2019-10-10,d. 31~,13,49,272,0.1801470588235294
2019-10-10,d. 31~,14,36,272,0.1323529411764706
2019-10-10,d. 31~,15,33,272,0.1213235294117647
2019-10-10,d. 31~,16,34,272,0.125
2019-10-10,d. 31~,17,29,272,0.10661764705882353
2019-10-10,d. 31~,18,32,272,0.11764705882352941
2019-10-10,d. 31~,19,27,272,0.09926470588235294
2019-10-10,d. 31~,20,42,272,0.15441176470588236
2019-10-10,d. 31~,21,36,272,0.1323529411764706
2019-10-11,a. 0~5,0,1522,1522,1.0
2019-10-11,a. 0~5,1,265,1522,0.17411300919842312
2019-10-11,a. 0~5,2,329,1522,0.2161629434954008
2019-10-11,a. 0~5,3,247,1522,0.16228646517739817
2019-10-11,a. 0~5,4,264,1522,0.17345597897503284
2019-10-11,a. 0~5,5,243,1522,0.15965834428383704
2019-10-11,a. 0~5,6,206,1522,0.13534822601839686
2019-10-11,a. 0~5,7,243,1522,0.15965834428383704
2019-10-11,a. 0~5,8,234,1522,0.15374507227332457
2019-10-11,a. 0~5,9,215,1522,0.14126149802890933
2019-10-11,a. 0~5,10,222,1522,0.14586070959264127
2019-10-11,a. 0~5,11,212,1522,0.1392904073587385
2019-10-11,a. 0~5,12,194,1522,0.12746386333771353
2019-10-11,a. 0~5,13,204,1522,0.1340341655716163
2019-10-11,a. 0~5,14,231,1522,0.15177398160315375
2019-10-11,a. 0~5,15,206,1522,0.13534822601839686
2019-10-11,a. 0~5,16,174,1522,0.11432325886990802
2019-10-11,a. 0~5,17,189,1522,0.12417871222076216
2019-10-11,a. 0~5,18,183,1522,0.1202365308804205
2019-10-11,a. 0~5,19,163,1522,0.10709592641261498
2019-10-11,a. 0~5,20,168,1522,0.11038107752956636
2019-10-11,b. 6~10,0,623,623,1.0
2019-10-11,b. 6~10,1,153,623,0.24558587479935795
2019-10-11,b. 6~10,2,146,623,0.23434991974317818
2019-10-11,b. 6~10,3,109,623,0.17495987158908508
2019-10-11,b. 6~10,4,112,623,0.1797752808988764
2019-10-11,b. 6~10,5,102,623,0.1637239165329053
2019-10-11,b. 6~10,6,103,623,0.1653290529695024
2019-10-11,b. 6~10,7,106,623,0.17014446227929375
2019-10-11,b. 6~10,8,99,623,0.15890850722311398
2019-10-11,b. 6~10,9,96,623,0.15409309791332262
2019-10-11,b. 6~10,10,91,623,0.14606741573033707
2019-10-11,b. 6~10,11,80,623,0.12841091492776885
2019-10-11,b. 6~10,12,83,623,0.1332263242375602
2019-10-11,b. 6~10,13,70,623,0.11235955056179775
2019-10-11,b. 6~10,14,92,623,0.1476725521669342
2019-10-11,b. 6~10,15,81,623,0.13001605136436598
2019-10-11,b. 6~10,16,83,623,0.1332263242375602
2019-10-11,b. 6~10,17,66,623,0.10593900481540931
2019-10-11,b. 6~10,18,59,623,0.09470304975922954
2019-10-11,b. 6~10,19,68,623,0.10914927768860354
2019-10-11,b. 6~10,20,63,623,0.10112359550561797
2019-10-11,c. 11~30,0,819,819,1.0
2019-10-11,c. 11~30,1,224,819,0.27350427350427353
2019-10-11,c. 11~30,2,220,819,0.2686202686202686
2019-10-11,c. 11~30,3,169,819,0.20634920634920634
2019-10-11,c. 11~30,4,156,819,0.19047619047619047
2019-10-11,c. 11~30,5,144,819,0.17582417582417584
2019-10-11,c. 11~30,6,122,819,0.14896214896214896
2019-10-11,c. 11~30,7,145,819,0.17704517704517705
2019-10-11,c. 11~30,8,121,819,0.14774114774114774
2019-10-11,c. 11~30,9,122,819,0.14896214896214896
2019-10-11,c. 11~30,10,109,819,0.1330891330891331
2019-10-11,c. 11~30,11,116,819,0.14163614163614163
2019-10-11,c. 11~30,12,118,819,0.14407814407814407
2019-10-11,c. 11~30,13,102,819,0.12454212454212454
2019-10-11,c. 11~30,14,126,819,0.15384615384615385
2019-10-11,c. 11~30,15,122,819,0.14896214896214896
2019-10-11,c. 11~30,16,98,819,0.11965811965811966
2019-10-11,c. 11~30,17,107,819,0.13064713064713065
2019-10-11,c. 11~30,18,103,819,0.12576312576312576
2019-10-11,c. 11~30,19,86,819,0.10500610500610501
2019-10-11,c. 11~30,20,90,819,0.10989010989010989
2019-10-11,d. 31~,0,290,290,1.0
2019-10-11,d. 31~,1,125,290,0.43103448275862066
2019-10-11,d. 31~,2,89,290,0.30689655172413793
2019-10-11,d. 31~,3,70,290,0.2413793103448276
2019-10-11,d. 31~,4,59,290,0.20344827586206896
2019-10-11,d. 31~,5,61,290,0.2103448275862069
2019-10-11,d. 31~,6,48,290,0.16551724137931034
2019-10-11,d. 31~,7,59,290,0.20344827586206896
2019-10-11,d. 31~,8,59,290,0.20344827586206896
2019-10-11,d. 31~,9,44,290,0.15172413793103448
2019-10-11,d. 31~,10,49,290,0.16896551724137931
2019-10-11,d. 31~,11,47,290,0.16206896551724137
2019-10-11,d. 31~,12,42,290,0.14482758620689656
2019-10-11,d. 31~,13,53,290,0.18275862068965518
2019-10-11,d. 31~,14,48,290,0.16551724137931034
2019-10-11,d. 31~,15,38,290,0.1310344827586207
2019-10-11,d. 31~,16,28,290,0.09655172413793103
2019-10-11,d. 31~,17,40,290,0.13793103448275862
2019-10-11,d. 31~,18,41,290,0.1413793103448276
2019-10-11,d. 31~,19,41,290,0.1413793103448276
2019-10-11,d. 31~,20,36,290,0.12413793103448276
2019-10-12,a. 0~5,0,1201,1201,1.0
2019-10-12,a. 0~5,1,268,1201,0.2231473771856786
2019-10-12,a. 0~5,2,220,1201,0.18318068276436303
2019-10-12,a. 0~5,3,210,1201,0.17485428809325562
2019-10-12,a. 0~5,4,177,1201,0.14737718567860117
2019-10-12,a. 0~5,5,188,1201,0.1565362198168193
2019-10-12,a. 0~5,6,194,1201,0.16153205661948378
2019-10-12,a. 0~5,7,160,1201,0.13322231473771856
2019-10-12,a. 0~5,8,180,1201,0.1498751040799334
2019-10-12,a. 0~5,9,177,1201,0.14737718567860117
2019-10-12,a. 0~5,10,157,1201,0.13072439633638636
2019-10-12,a. 0~5,11,141,1201,0.11740216486261448
2019-10-12,a. 0~5,12,136,1201,0.11323896752706078
2019-10-12,a. 0~5,13,168,1201,0.1398834304746045
2019-10-12,a. 0~5,14,161,1201,0.1340549542048293
2019-10-12,a. 0~5,15,150,1201,0.12489592006661115
2019-10-12,a. 0~5,16,147,1201,0.12239800166527894
2019-10-12,a. 0~5,17,145,1201,0.12073272273105745
2019-10-12,a. 0~5,18,119,1201,0.09908409658617819
2019-10-12,a. 0~5,19,126,1201,0.10491257285595337
2019-10-12,b. 6~10,0,545,545,1.0
2019-10-12,b. 6~10,1,152,545,0.27889908256880735
2019-10-12,b. 6~10,2,99,545,0.181651376146789
2019-10-12,b. 6~10,3,88,545,0.1614678899082569
2019-10-12,b. 6~10,4,90,545,0.1651376146788991
2019-10-12,b. 6~10,5,74,545,0.13577981651376148
2019-10-12,b. 6~10,6,84,545,0.15412844036697249
2019-10-12,b. 6~10,7,102,545,0.1871559633027523
2019-10-12,b. 6~10,8,68,545,0.12477064220183487
2019-10-12,b. 6~10,9,85,545,0.1559633027522936
2019-10-12,b. 6~10,10,63,545,0.11559633027522936
2019-10-12,b. 6~10,11,67,545,0.12293577981651377
2019-10-12,b. 6~10,12,88,545,0.1614678899082569
2019-10-12,b. 6~10,13,73,545,0.13394495412844037
2019-10-12,b. 6~10,14,79,545,0.14495412844036698
2019-10-12,b. 6~10,15,69,545,0.12660550458715597
2019-10-12,b. 6~10,16,68,545,0.12477064220183487
2019-10-12,b. 6~10,17,76,545,0.13944954128440368
2019-10-12,b. 6~10,18,69,545,0.12660550458715597
2019-10-12,b. 6~10,19,63,545,0.11559633027522936
2019-10-12,c. 11~30,0,724,724,1.0
2019-10-12,c. 11~30,1,224,724,0.30939226519337015
2019-10-12,c. 11~30,2,134,724,0.1850828729281768
2019-10-12,c. 11~30,3,133,724,0.18370165745856354
2019-10-12,c. 11~30,4,118,724,0.16298342541436464
2019-10-12,c. 11~30,5,130,724,0.17955801104972377
2019-10-12,c. 11~30,6,110,724,0.15193370165745856
2019-10-12,c. 11~30,7,116,724,0.16022099447513813
2019-10-12,c. 11~30,8,99,724,0.13674033149171272
2019-10-12,c. 11~30,9,95,724,0.13121546961325967
2019-10-12,c. 11~30,10,88,724,0.12154696132596685
2019-10-12,c. 11~30,11,72,724,0.09944751381215469
2019-10-12,c. 11~30,12,84,724,0.11602209944751381
2019-10-12,c. 11~30,13,73,724,0.10082872928176796
2019-10-12,c. 11~30,14,90,724,0.12430939226519337
2019-10-12,c. 11~30,15,85,724,0.11740331491712708
2019-10-12,c. 11~30,16,79,724,0.10911602209944751
2019-10-12,c. 11~30,17,61,724,0.08425414364640885
2019-10-12,c. 11~30,18,71,724,0.09806629834254144
2019-10-12,c. 11~30,19,67,724,0.0925414364640884
2019-10-12,d. 31~,0,312,312,1.0
2019-10-12,d. 31~,1,129,312,0.41346153846153844
2019-10-12,d. 31~,2,87,312,0.27884615384615385
2019-10-12,d. 31~,3,75,312,0.2403846153846154
2019-10-12,d. 31~,4,56,312,0.1794871794871795
2019-10-12,d. 31~,5,48,312,0.15384615384615385
2019-10-12,d. 31~,6,68,312,0.21794871794871795
2019-10-12,d. 31~,7,56,312,0.1794871794871795
2019-10-12,d. 31~,8,49,312,0.15705128205128205
2019-10-12,d. 31~,9,45,312,0.14423076923076922
2019-10-12,d. 31~,10,43,312,0.13782051282051283
2019-10-12,d. 31~,11,33,312,0.10576923076923077
2019-10-12,d. 31~,12,43,312,0.13782051282051283
2019-10-12,d. 31~,13,40,312,0.1282051282051282
2019-10-12,d. 31~,14,37,312,0.11858974358974358
2019-10-12,d. 31~,15,42,312,0.1346153846153846
2019-10-12,d. 31~,16,39,312,0.125
2019-10-12,d. 31~,17,48,312,0.15384615384615385
2019-10-12,d. 31~,18,36,312,0.11538461538461539
2019-10-12,d. 31~,19,32,312,0.10256410256410256
2019-10-13,a. 0~5,0,1083,1083,1.0
2019-10-13,a. 0~5,1,213,1083,0.19667590027700832
2019-10-13,a. 0~5,2,207,1083,0.19113573407202217
2019-10-13,a. 0~5,3,173,1083,0.15974145891043398
2019-10-13,a. 0~5,4,157,1083,0.14496768236380425
2019-10-13,a. 0~5,5,145,1083,0.13388734995383195
2019-10-13,a. 0~5,6,177,1083,0.1634349030470914
2019-10-13,a. 0~5,7,179,1083,0.16528162511542013
2019-10-13,a. 0~5,8,152,1083,0.14035087719298245
2019-10-13,a. 0~5,9,147,1083,0.13573407202216067
2019-10-13,a. 0~5,10,132,1083,0.12188365650969529
2019-10-13,a. 0~5,11,145,1083,0.13388734995383195
2019-10-13,a. 0~5,12,164,1083,0.15143120960295475
2019-10-13,a. 0~5,13,150,1083,0.13850415512465375
2019-10-13,a. 0~5,14,142,1083,0.13111726685133887
2019-10-13,a. 0~5,15,125,1083,0.11542012927054478
2019-10-13,a. 0~5,16,132,1083,0.12188365650969529
2019-10-13,a. 0~5,17,115,1083,0.1061865189289012
2019-10-13,a. 0~5,18,123,1083,0.11357340720221606
2019-10-13,b. 6~10,0,470,470,1.0
2019-10-13,b. 6~10,1,98,470,0.20851063829787234
2019-10-13,b. 6~10,2,90,470,0.19148936170212766
2019-10-13,b. 6~10,3,92,470,0.19574468085106383
2019-10-13,b. 6~10,4,75,470,0.1595744680851064
2019-10-13,b. 6~10,5,82,470,0.17446808510638298
2019-10-13,b. 6~10,6,77,470,0.16382978723404254
2019-10-13,b. 6~10,7,78,470,0.16595744680851063
2019-10-13,b. 6~10,8,71,470,0.15106382978723404
2019-10-13,b. 6~10,9,58,470,0.12340425531914893
2019-10-13,b. 6~10,10,58,470,0.12340425531914893
2019-10-13,b. 6~10,11,55,470,0.11702127659574468
2019-10-13,b. 6~10,12,66,470,0.14042553191489363
2019-10-13,b. 6~10,13,65,470,0.13829787234042554
2019-10-13,b. 6~10,14,57,470,0.12127659574468085
2019-10-13,b. 6~10,15,56,470,0.11914893617021277
2019-10-13,b. 6~10,16,53,470,0.1127659574468085
2019-10-13,b. 6~10,17,36,470,0.07659574468085106
2019-10-13,b. 6~10,18,54,470,0.1148936170212766
2019-10-13,c. 11~30,0,687,687,1.0
2019-10-13,c. 11~30,1,200,687,0.29112081513828236
2019-10-13,c. 11~30,2,142,687,0.2066957787481805
2019-10-13,c. 11~30,3,124,687,0.1804949053857351
2019-10-13,c. 11~30,4,106,687,0.15429403202328967
2019-10-13,c. 11~30,5,120,687,0.17467248908296942
2019-10-13,c. 11~30,6,112,687,0.16302765647743814
2019-10-13,c. 11~30,7,110,687,0.16011644832605532
2019-10-13,c. 11~30,8,83,687,0.12081513828238719
2019-10-13,c. 11~30,9,80,687,0.11644832605531295
2019-10-13,c. 11~30,10,65,687,0.09461426491994178
2019-10-13,c. 11~30,11,72,687,0.10480349344978165
2019-10-13,c. 11~30,12,89,687,0.12954876273653565
2019-10-13,c. 11~30,13,81,687,0.11790393013100436
2019-10-13,c. 11~30,14,78,687,0.11353711790393013
2019-10-13,c. 11~30,15,88,687,0.12809315866084425
2019-10-13,c. 11~30,16,79,687,0.11499272197962154
2019-10-13,c. 11~30,17,62,687,0.09024745269286755
2019-10-13,c. 11~30,18,75,687,0.1091703056768559
2019-10-13,d. 31~,0,301,301,1.0
2019-10-13,d. 31~,1,111,301,0.3687707641196013
2019-10-13,d. 31~,2,77,301,0.2558139534883721
2019-10-13,d. 31~,3,67,301,0.22259136212624583
2019-10-13,d. 31~,4,55,301,0.18272425249169436
2019-10-13,d. 31~,5,54,301,0.17940199335548174
2019-10-13,d. 31~,6,39,301,0.12956810631229235
2019-10-13,d. 31~,7,57,301,0.1893687707641196
2019-10-13,d. 31~,8,53,301,0.1760797342192691
2019-10-13,d. 31~,9,48,301,0.15946843853820597
2019-10-13,d. 31~,10,47,301,0.15614617940199335
2019-10-13,d. 31~,11,43,301,0.14285714285714285
2019-10-13,d. 31~,12,38,301,0.12624584717607973
2019-10-13,d. 31~,13,50,301,0.16611295681063123
2019-10-13,d. 31~,14,44,301,0.1461794019933555
2019-10-13,d. 31~,15,36,301,0.11960132890365449
2019-10-13,d. 31~,16,25,301,0.08305647840531562
2019-10-13,d. 31~,17,31,301,0.10299003322259136
2019-10-13,d. 31~,18,33,301,0.10963455149501661
2019-10-14,a. 0~5,0,952,952,1.0
2019-10-14,a. 0~5,1,221,952,0.23214285714285715
2019-10-14,a. 0~5,2,160,952,0.16806722689075632
2019-10-14,a. 0~5,3,139,952,0.14600840336134455
2019-10-14,a. 0~5,4,163,952,0.17121848739495799
2019-10-14,a. 0~5,5,143,952,0.15021008403361344
2019-10-14,a. 0~5,6,167,952,0.17542016806722688
2019-10-14,a. 0~5,7,158,952,0.16596638655462184
2019-10-14,a. 0~5,8,142,952,0.14915966386554622
2019-10-14,a. 0~5,9,135,952,0.14180672268907563
2019-10-14,a. 0~5,10,123,952,0.12920168067226892
2019-10-14,a. 0~5,11,146,952,0.15336134453781514
2019-10-14,a. 0~5,12,124,952,0.13025210084033614
2019-10-14,a. 0~5,13,138,952,0.14495798319327732
2019-10-14,a. 0~5,14,129,952,0.13550420168067226
2019-10-14,a. 0~5,15,117,952,0.12289915966386554
2019-10-14,a. 0~5,16,105,952,0.11029411764705882
2019-10-14,a. 0~5,17,109,952,0.11449579831932773
2019-10-14,b. 6~10,0,474,474,1.0
2019-10-14,b. 6~10,1,107,474,0.22573839662447256
2019-10-14,b. 6~10,2,74,474,0.15611814345991562
2019-10-14,b. 6~10,3,91,474,0.19198312236286919
2019-10-14,b. 6~10,4,84,474,0.17721518987341772
2019-10-14,b. 6~10,5,62,474,0.1308016877637131
2019-10-14,b. 6~10,6,65,474,0.1371308016877637
2019-10-14,b. 6~10,7,73,474,0.1540084388185654
2019-10-14,b. 6~10,8,64,474,0.1350210970464135
2019-10-14,b. 6~10,9,59,474,0.12447257383966245
2019-10-14,b. 6~10,10,56,474,0.11814345991561181
2019-10-14,b. 6~10,11,56,474,0.11814345991561181
2019-10-14,b. 6~10,12,54,474,0.11392405063291139
2019-10-14,b. 6~10,13,48,474,0.10126582278481013
2019-10-14,b. 6~10,14,45,474,0.0949367088607595
2019-10-14,b. 6~10,15,59,474,0.12447257383966245
2019-10-14,b. 6~10,16,45,474,0.0949367088607595
2019-10-14,b. 6~10,17,47,474,0.09915611814345991
2019-10-14,c. 11~30,0,591,591,1.0
2019-10-14,c. 11~30,1,171,591,0.2893401015228426
2019-10-14,c. 11~30,2,141,591,0.23857868020304568
2019-10-14,c. 11~30,3,132,591,0.2233502538071066
2019-10-14,c. 11~30,4,121,591,0.20473773265651438
2019-10-14,c. 11~30,5,92,591,0.155668358714044
2019-10-14,c. 11~30,6,106,591,0.1793570219966159
2019-10-14,c. 11~30,7,94,591,0.15905245346869712
2019-10-14,c. 11~30,8,85,591,0.14382402707275804
2019-10-14,c. 11~30,9,75,591,0.12690355329949238
2019-10-14,c. 11~30,10,78,591,0.1319796954314721
2019-10-14,c. 11~30,11,78,591,0.1319796954314721
2019-10-14,c. 11~30,12,75,591,0.12690355329949238
2019-10-14,c. 11~30,13,66,591,0.1116751269035533
2019-10-14,c. 11~30,14,66,591,0.1116751269035533
2019-10-14,c. 11~30,15,55,591,0.09306260575296109
2019-10-14,c. 11~30,16,60,591,0.10152284263959391
2019-10-14,c. 11~30,17,68,591,0.11505922165820642
2019-10-14,d. 31~,0,212,212,1.0
2019-10-14,d. 31~,1,72,212,0.33962264150943394
2019-10-14,d. 31~,2,44,212,0.20754716981132076
2019-10-14,d. 31~,3,52,212,0.24528301886792453
2019-10-14,d. 31~,4,54,212,0.25471698113207547
2019-10-14,d. 31~,5,43,212,0.2028301886792453
2019-10-14,d. 31~,6,47,212,0.22169811320754718
2019-10-14,d. 31~,7,39,212,0.18396226415094338
2019-10-14,d. 31~,8,31,212,0.14622641509433962
2019-10-14,d. 31~,9,24,212,0.11320754716981132
2019-10-14,d. 31~,10,35,212,0.1650943396226415
2019-10-14,d. 31~,11,32,212,0.1509433962264151
2019-10-14,d. 31~,12,32,212,0.1509433962264151
2019-10-14,d. 31~,13,23,212,0.10849056603773585
2019-10-14,d. 31~,14,22,212,0.10377358490566038
2019-10-14,d. 31~,15,27,212,0.12735849056603774
2019-10-14,d. 31~,16,25,212,0.1179245283018868
2019-10-14,d. 31~,17,17,212,0.08018867924528301
2019-10-15,a. 0~5,0,1013,1013,1.0
2019-10-15,a. 0~5,1,205,1013,0.20236920039486672
2019-10-15,a. 0~5,2,190,1013,0.18756169792694966
2019-10-15,a. 0~5,3,183,1013,0.18065153010858837
2019-10-15,a. 0~5,4,178,1013,0.175715695952616
2019-10-15,a. 0~5,5,170,1013,0.16781836130306022
2019-10-15,a. 0~5,6,157,1013,0.1549851924975321
2019-10-15,a. 0~5,7,158,1013,0.15597235932872655
2019-10-15,a. 0~5,8,152,1013,0.15004935834155972
2019-10-15,a. 0~5,9,144,1013,0.14215202369200394
2019-10-15,a. 0~5,10,157,1013,0.1549851924975321
2019-10-15,a. 0~5,11,127,1013,0.12537018756169793
2019-10-15,a. 0~5,12,132,1013,0.13030602171767028
2019-10-15,a. 0~5,13,137,1013,0.13524185587364265
2019-10-15,a. 0~5,14,138,1013,0.1362290227048371
2019-10-15,a. 0~5,15,123,1013,0.12142152023692004
2019-10-15,a. 0~5,16,122,1013,0.12043435340572557
2019-10-15,b. 6~10,0,429,429,1.0
2019-10-15,b. 6~10,1,89,429,0.20745920745920746
2019-10-15,b. 6~10,2,70,429,0.16317016317016317
2019-10-15,b. 6~10,3,72,429,0.16783216783216784
2019-10-15,b. 6~10,4,66,429,0.15384615384615385
2019-10-15,b. 6~10,5,62,429,0.1445221445221445
2019-10-15,b. 6~10,6,72,429,0.16783216783216784
2019-10-15,b. 6~10,7,59,429,0.13752913752913754
2019-10-15,b. 6~10,8,72,429,0.16783216783216784
2019-10-15,b. 6~10,9,60,429,0.13986013986013987
2019-10-15,b. 6~10,10,63,429,0.14685314685314685
2019-10-15,b. 6~10,11,50,429,0.11655011655011654
2019-10-15,b. 6~10,12,52,429,0.12121212121212122
2019-10-15,b. 6~10,13,49,429,0.11421911421911422
2019-10-15,b. 6~10,14,56,429,0.13053613053613053
2019-10-15,b. 6~10,15,38,429,0.08857808857808858
2019-10-15,b. 6~10,16,37,429,0.08624708624708624
2019-10-15,c. 11~30,0,579,579,1.0
2019-10-15,c. 11~30,1,176,579,0.30397236614853196
2019-10-15,c. 11~30,2,105,579,0.18134715025906736
2019-10-15,c. 11~30,3,109,579,0.18825561312607944
2019-10-15,c. 11~30,4,81,579,0.13989637305699482
2019-10-15,c. 11~30,5,82,579,0.14162348877374784
2019-10-15,c. 11~30,6,76,579,0.13126079447322972
2019-10-15,c. 11~30,7,77,579,0.13298791018998274
2019-10-15,c. 11~30,8,97,579,0.16753022452504318
2019-10-15,c. 11~30,9,73,579,0.12607944732297063
2019-10-15,c. 11~30,10,76,579,0.13126079447322972
2019-10-15,c. 11~30,11,71,579,0.1226252158894646
2019-10-15,c. 11~30,12,64,579,0.11053540587219343
2019-10-15,c. 11~30,13,62,579,0.1070811744386874
2019-10-15,c. 11~30,14,57,579,0.09844559585492228
2019-10-15,c. 11~30,15,62,579,0.1070811744386874
2019-10-15,c. 11~30,16,60,579,0.10362694300518134
2019-10-15,d. 31~,0,225,225,1.0
2019-10-15,d. 31~,1,88,225,0.39111111111111113
2019-10-15,d. 31~,2,61,225,0.27111111111111114
2019-10-15,d. 31~,3,54,225,0.24
2019-10-15,d. 31~,4,44,225,0.19555555555555557
2019-10-15,d. 31~,5,38,225,0.1688888888888889
2019-10-15,d. 31~,6,45,225,0.2
2019-10-15,d. 31~,7,33,225,0.14666666666666667
2019-10-15,d. 31~,8,33,225,0.14666666666666667
2019-10-15,d. 31~,9,28,225,0.12444444444444444
2019-10-15,d. 31~,10,43,225,0.19111111111111112
2019-10-15,d. 31~,11,28,225,0.12444444444444444
2019-10-15,d. 31~,12,33,225,0.14666666666666667
2019-10-15,d. 31~,13,28,225,0.12444444444444444
2019-10-15,d. 31~,14,22,225,0.09777777777777778
